# Program:featureCounts v1.4.4; Command:"/home/jdblischak/src/subread-1.4.4-Linux-x86_64/bin/featureCounts" "-a" "data/genome/exons_ERCC92.saf" "-F" "SAF" "-o" "data/umi/two_cell.counts.txt" "data/umi/two_cell.sorted.bam" "data/umi/two_cell.umi.bam" 	# Program:featureCounts v1.4.4; Command:"/home/jdblischak/src/subread-1.4.4-Linux-x86_64/bin/featureCounts" "-a" "data/genome/exons_ERCC92.saf" "-F" "SAF" "-o" "data/population/NA19239_yale.counts.txt" "data/population/NA19239_yale.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	data/umi/two_cell.sorted.bam	data/umi/two_cell.umi.bam	data/population/NA19239_yale.sorted.bam
ENSG00000225350	chr13	39395935	39401707	-	5773	0	0	0
ENSG00000225221	chr13	39476524	39476787	+	264	0	0	0
ENSG00000270451	chr15	21216780	21216798	-	19	0	0	0
ENSG00000235550	chr13	39496864	39510336	-	13473	0	0	0
ENSG00000223822	chr21	24762579	24763317	+	739	31	18	77
ENSG00000271255	chr15	21217888	21217918	-	31	0	0	0
ENSG00000214823	chr13	39743773	39744088	-	316	0	0	3
ENSG00000271305	chr15	21220377	21220407	-	31	0	0	0
ENSG00000238408	chr13	40021252	40021353	-	102	0	0	0
ENSG00000216014	chr13	40226715	40226806	+	92	0	0	0
ENSG00000264171	chr13	40238171	40238272	-	102	0	0	0
ENSG00000237569	chr21	24779978	24781448	-	1471	8	4	3
ENSG00000200526	chr13	40359552	40359647	-	96	0	0	0
ENSG00000224351	chr13	40391878	40392186	-	309	0	0	0
ENSG00000138593	chr15	49280673	49338760	-	58088	1953	33	523
ENSG00000270444	chr13	40430847	40431231	-	385	0	0	0
ENSG00000212553	chr13	40431272	40431364	-	93	0	0	0
ENSG00000270185	chr15	21223129	21223145	-	17	0	0	0
ENSG00000230710	chr13	40755946	40763165	+	7220	0	0	1
ENSG00000271429	chr13	40798762	40798999	-	238	13	7	1
ENSG00000207458	chr13	40800964	40801069	+	106	0	0	0
ENSG00000268531	chr15	22011370	22012050	+	681	0	0	0
ENSG00000230058	chr13	40918094	40924440	-	6347	0	0	1
ENSG00000252812	chr13	40981259	40981577	-	319	0	0	0
ENSG00000215483	chr13	41025131	41055143	-	30013	2	1	10
ENSG00000229456	chr13	41192875	41195485	+	2611	0	0	0
ENSG00000211491	chr13	41301964	41302011	-	48	0	0	0
ENSG00000207652	chr13	41384902	41384997	+	96	0	0	7
ENSG00000168852	chr13	41396432	41495890	-	99459	58	8	66
ENSG00000233917	chr15	22051853	22083227	-	31375	0	0	0
ENSG00000166157	chr21	10906201	11029719	-	123519	4155	20	20
ENSG00000176268	chr13	41437735	41438038	-	304	0	0	0
ENSG00000239827	chr13	41482295	41495910	-	13616	0	0	0
ENSG00000229473	chr13	41566915	41567467	-	553	0	0	0
ENSG00000264226	chr13	41675155	41675236	-	82	0	0	0
ENSG00000199698	chr21	24804501	24804602	-	102	0	0	0
ENSG00000244264	chr13	41696012	41696305	+	294	0	0	0
ENSG00000227716	chr21	24849960	24863043	+	13084	0	0	0
ENSG00000215482	chr13	41744836	41745284	-	449	38	6	103
ENSG00000231986	chr21	25261114	25262857	-	1744	0	0	0
ENSG00000238651	chr13	41754117	41754223	-	107	0	0	0
ENSG00000225133	chr13	41773968	41774943	-	976	0	0	0
ENSG00000235564	chr21	25333220	25339588	-	6369	0	0	1
ENSG00000231404	chr13	41861877	41862456	-	580	0	0	4
ENSG00000226996	chr21	25415572	25422601	+	7030	5	1	0
ENSG00000264695	chr18	22069339	22071044	+	1706	0	0	1
ENSG00000223280	chr13	41928693	41928795	-	103	0	0	0
ENSG00000224018	chr21	25527484	25560655	-	33172	1	1	0
ENSG00000266489	chr18	22096847	22097970	-	1124	0	0	0
ENSG00000214222	chr13	41958909	41959319	-	411	55	7	1687
ENSG00000224832	chr21	25676863	25693690	-	16828	0	0	1
ENSG00000266181	chr18	22102237	22102883	-	647	0	0	1
ENSG00000205240	chr13	42005425	42006446	-	1022	0	0	0
ENSG00000237484	chr21	25801054	25920256	+	119203	3757	18	66
ENSG00000265485	chr18	22208146	22242162	+	34017	0	0	1
ENSG00000234655	chr13	42013952	42015035	-	1084	0	0	0
ENSG00000263553	chr18	22253127	22254312	+	1186	0	0	0
ENSG00000266520	chr18	22265736	22266315	-	580	0	0	0
ENSG00000215480	chr13	42016906	42017786	+	881	0	0	6
ENSG00000266809	chr18	22269878	22270125	-	248	0	0	0
ENSG00000263907	chr13	42019427	42019503	+	77	0	0	0
ENSG00000266573	chr18	22305745	22509040	+	203296	11	4	2
ENSG00000263928	chr13	42020193	42020261	-	69	0	0	0
ENSG00000264042	chr13	42024148	42024235	+	88	0	0	0
ENSG00000264190	chr13	42142422	42142531	-	110	0	0	0
ENSG00000241406	chr13	42381813	42382108	+	296	0	0	0
ENSG00000206962	chr13	42479254	42479360	+	107	0	0	0
ENSG00000264345	chr18	22513451	22567646	-	54196	0	0	1
ENSG00000229696	chr13	42499734	42501485	+	1752	0	0	0
ENSG00000229248	chr18	22596398	22597168	-	771	0	0	0
ENSG00000226093	chr13	42577566	42577773	+	208	0	0	0
ENSG00000231530	chr13	42617863	42618383	-	521	0	0	0
ENSG00000265552	chr18	22635564	22636724	+	1161	0	0	0
ENSG00000237263	chr13	42643068	42645229	-	2162	0	0	0
ENSG00000264434	chr18	22882090	22882920	+	831	0	0	0
ENSG00000265679	chr13	42747126	42747223	-	98	0	0	0
ENSG00000242216	chr18	23398200	23398496	-	297	0	0	0
ENSG00000270809	chr13	42755601	42756057	-	457	0	0	0
ENSG00000264193	chr18	23533180	23533432	-	253	0	0	0
ENSG00000234213	chr13	42830009	42830711	+	703	0	0	0
ENSG00000243925	chr18	23678803	23679190	+	388	22	6	3
ENSG00000233259	chr13	42943374	42943793	-	420	0	0	5
ENSG00000188985	chr18	23749724	23751313	-	1590	0	0	0
ENSG00000271216	chr13	43384502	43386698	-	2197	1	1	0
ENSG00000229546	chr13	43416550	43417023	-	474	0	0	0
ENSG00000266227	chr18	23784833	23785868	+	1036	14	3	6
ENSG00000238025	chr13	43507994	43509028	+	1035	0	0	0
ENSG00000256715	chr21	14741931	14745386	-	3456	0	0	0
ENSG00000263829	chr18	23835662	23836319	-	658	0	0	0
ENSG00000229928	chr13	43732767	43733602	+	836	0	0	0
ENSG00000232540	chr13	43968661	43968961	+	301	0	0	0
ENSG00000266237	chr18	23845973	23847373	+	1401	0	0	0
ENSG00000238189	chr13	44032601	44033259	+	659	0	0	0
ENSG00000252921	chr18	23879079	23879219	-	141	0	0	0
ENSG00000233821	chr13	44118054	44122192	+	4139	0	0	0
ENSG00000264911	chr18	23928311	23928968	+	658	0	0	0
ENSG00000270522	chr13	44361727	44361988	+	262	0	0	0
ENSG00000207160	chr18	23946265	23946370	-	106	0	0	0
ENSG00000263862	chr18	24002959	24006065	+	3107	0	0	1
ENSG00000166351	chr21	14982498	15013906	+	31409	4	2	0
ENSG00000252846	chr18	24166678	24166762	-	85	0	0	0
ENSG00000233725	chr13	44482850	44604597	+	121748	5	4	2
ENSG00000263846	chr18	24179372	24180302	+	931	0	0	0
ENSG00000269011	chr21	15051621	15053459	-	1839	0	0	0
ENSG00000260372	chr18	24235706	24770662	+	534957	10	6	4
ENSG00000179611	chr13	44542560	44545335	+	2776	0	0	0
ENSG00000168675	chr18	13217497	13652754	+	435258	7933	58	250
ENSG00000226519	chr13	44680514	44711372	-	30859	0	0	1
ENSG00000227258	chr13	44716682	44813010	+	96329	0	0	3
ENSG00000265369	chr18	24267585	24283602	-	16018	0	0	0
ENSG00000235285	chr13	44720606	44732358	-	11753	0	0	0
ENSG00000263677	chr18	24268075	24269632	+	1558	0	0	0
ENSG00000230731	chr13	44808254	44817328	-	9075	0	0	0
ENSG00000263382	chr18	24402777	24403943	-	1167	0	0	0
ENSG00000237361	chr13	44974386	44980120	-	5735	0	0	1
ENSG00000266184	chr18	24411484	24412396	-	913	0	0	0
ENSG00000266549	chr18	24532165	24532522	-	358	0	0	0
ENSG00000225727	chr13	45011343	45026963	+	15621	0	0	0
ENSG00000265374	chr18	24805706	24827152	+	21447	0	0	0
ENSG00000230793	chr13	45168994	45170218	+	1225	0	0	57
ENSG00000188992	chr21	15481134	15583166	-	102033	0	0	0
ENSG00000238932	chr13	45202705	45202809	-	105	0	0	0
ENSG00000237585	chr13	45225948	45275152	+	49205	12	6	0
ENSG00000235097	chr13	45373639	45383766	-	10128	0	0	0
ENSG00000223732	chr13	45556212	45657260	-	101049	7	3	3
ENSG00000265802	chr13	45576285	45576580	+	296	0	0	0
ENSG00000223341	chr13	45634864	45635221	+	358	0	0	0
ENSG00000271818	chr13	45697228	45697549	+	322	0	0	0
ENSG00000252055	chr13	45711997	45712100	-	104	0	0	0
ENSG00000270381	chr13	45837825	45838050	+	226	0	0	0
ENSG00000221163	chr13	45874149	45874235	-	87	0	0	0
ENSG00000253051	chr13	45910449	45910582	-	134	4547	27	1
ENSG00000199477	chr13	45911615	45911744	-	130	0	0	0
ENSG00000273149	chr13	45914174	45915318	+	1145	0	0	0
ENSG00000185272	chr21	15588451	15600693	+	12243	0	0	1
ENSG00000182974	chr15	22368478	22369561	+	1084	0	0	0
ENSG00000226983	chr21	26212864	26430059	+	217196	22	8	18
ENSG00000183706	chr15	22382382	22383507	+	1126	0	0	0
ENSG00000170919	chr13	45915480	45965872	+	50393	58	5	267
ENSG00000227090	chr21	26258990	26275070	-	16081	0	0	0
ENSG00000230379	chr21	26310745	26365129	-	54385	0	0	0
ENSG00000270505	chr15	22448382	22448819	-	438	0	0	43
ENSG00000269182	chr15	22456895	22460351	+	3457	0	0	4
ENSG00000259261	chr15	22472918	22473353	-	436	0	0	1
ENSG00000237444	chr21	26403318	26403842	-	525	0	0	0
ENSG00000244278	chr21	26427848	26442219	+	14372	627	9	0
ENSG00000155304	chr21	15743436	15755805	-	12370	906	6	290
ENSG00000228886	chr13	45924458	45925485	+	1028	0	0	0
ENSG00000214455	chr13	45964486	45965402	-	917	0	0	0
ENSG00000251015	chr13	45992297	45994506	+	2210	0	0	0
ENSG00000229303	chr13	46010256	46010795	+	540	22	5	2
ENSG00000200709	chr13	46125620	46125738	-	119	0	0	0
ENSG00000197414	chr15	22736246	22746002	+	9757	1	1	3
ENSG00000232786	chr13	46126998	46127271	-	274	0	0	0
ENSG00000228869	chr13	46245980	46246526	+	547	0	0	1
ENSG00000235366	chr13	46255225	46256554	-	1330	0	0	34
ENSG00000232512	chr21	26467335	26475983	+	8649	2904	16	0
ENSG00000237876	chr13	46261683	46262604	-	922	0	0	4
ENSG00000223870	chr21	26499782	26507561	+	7780	0	0	1
ENSG00000235903	chr13	46626941	46687467	+	60527	6075	18	1
ENSG00000222042	chr21	26541745	26706139	-	164395	12804	72	36
ENSG00000238627	chr21	26574521	26574629	+	109	0	0	0
ENSG00000240767	chr13	46743594	46743883	-	290	0	0	0
ENSG00000238483	chr13	46809805	46809908	-	104	0	0	0
ENSG00000252854	chr13	46824077	46824348	+	272	0	0	0
ENSG00000251106	chr13	46844212	46844752	+	541	0	0	0
ENSG00000261097	chr13	46870580	46871979	-	1400	0	0	0
ENSG00000223336	chr13	46948536	46948725	-	190	0	0	0
ENSG00000252385	chr13	46984589	46984692	+	104	0	0	0
ENSG00000166200	chr15	49398268	49447858	-	49591	8935	35	713
ENSG00000155307	chr21	15857549	15955723	-	98175	11994	117	257
ENSG00000241353	chr13	46917102	47012325	-	95224	0	0	0
ENSG00000243440	chr21	15964251	16031142	-	66892	12	4	0
ENSG00000231817	chr13	47029270	47060641	-	31372	6	4	23
ENSG00000227019	chr13	47034744	47035256	+	513	0	0	0
ENSG00000205105	chr13	47064997	47065397	+	401	5001	79	198
ENSG00000230243	chr13	47079253	47079571	+	319	0	0	3
ENSG00000224517	chr13	47426278	47430434	+	4157	0	0	0
ENSG00000234590	chr13	47881217	47881436	+	220	0	0	7
ENSG00000244521	chr13	48033078	48033369	-	292	0	0	0
ENSG00000234145	chr13	48337595	48338741	+	1147	12070	60	617
ENSG00000229423	chr13	48340775	48341220	-	446	88	23	1
ENSG00000228573	chr13	48399465	48410091	-	10627	0	0	0
ENSG00000153575	chr15	22833395	22873892	+	40498	15	4	142
ENSG00000234689	chr13	48479464	48481492	-	2029	0	0	0
ENSG00000260388	chr13	48504290	48506757	-	2468	0	0	2
ENSG00000227848	chr13	48575525	48576688	+	1164	0	0	0
ENSG00000229111	chr13	48651273	48654127	+	2855	0	0	0
ENSG00000224510	chr13	48708494	48708670	-	177	0	0	0
ENSG00000231473	chr13	48870649	48877797	-	7149	0	0	7
ENSG00000264151	chr18	24916343	25175128	-	258786	11	8	4
ENSG00000238086	chr13	48890999	48894611	-	3613	0	0	0
ENSG00000177197	chr13	48902220	48902700	-	481	0	0	0
ENSG00000233456	chr13	49144775	49147453	-	2679	0	0	16
ENSG00000180530	chr21	16333556	16437321	-	103766	10541	40	105
ENSG00000233610	chr13	49151110	49152224	-	1115	0	0	100
ENSG00000264790	chr18	24923216	24926074	+	2859	0	0	0
ENSG00000222391	chr13	49326225	49326292	-	68	0	0	0
ENSG00000225131	chr13	49345264	49345965	+	702	1079	26	113
ENSG00000244329	chr18	24935370	24935728	-	359	0	0	0
ENSG00000265585	chr13	49504256	49504348	-	93	0	0	0
ENSG00000201662	chr13	49562051	49562153	+	103	0	0	0
ENSG00000263611	chr18	24977916	24981868	+	3953	0	0	0
ENSG00000223724	chr13	49618215	49620930	-	2716	0	0	0
ENSG00000265097	chr18	24998848	25000399	-	1552	0	0	0
ENSG00000199788	chr13	49669527	49669628	+	102	0	0	0
ENSG00000235957	chr13	49761615	49761806	-	192	0	0	0
ENSG00000263405	chr18	25032478	25033621	-	1144	0	0	0
ENSG00000231665	chr13	49784558	49786430	-	1873	0	0	8
ENSG00000227279	chr18	25534483	25543651	+	9169	0	0	0
ENSG00000236577	chr13	50063106	50063500	+	395	0	0	0
ENSG00000137824	chr15	41028082	41048049	-	19968	6843	38	248
ENSG00000266296	chr18	26231696	26233172	+	1477	0	0	33
ENSG00000176882	chr13	50194450	50194784	+	335	0	0	0
ENSG00000265994	chr18	26365032	26369224	+	4193	0	0	0
ENSG00000203547	chr13	50243040	50243254	+	215	0	0	0
ENSG00000271238	chr18	26404616	26404790	-	175	0	0	0
ENSG00000222148	chr13	50463770	50463864	-	95	0	0	0
ENSG00000181358	chr13	50464727	50467134	+	2408	0	0	14
ENSG00000251719	chr18	26628584	26628683	+	100	0	0	0
ENSG00000265730	chr18	26675539	26675643	-	105	0	0	0
ENSG00000200064	chr13	50482770	50482866	-	97	0	0	0
ENSG00000212085	chr18	26776406	26776492	-	87	0	0	0
ENSG00000264526	chr13	50526670	50526750	-	81	0	0	0
ENSG00000264864	chr13	50570551	50570637	-	87	0	0	0
ENSG00000266479	chr18	26836782	26837025	-	244	0	0	20
ENSG00000259458	chr15	62929371	62937490	-	8120	0	0	0
ENSG00000265980	chr18	26858474	26941928	-	83455	27	2	1
ENSG00000221731	chr18	27063293	27063388	+	96	0	0	0
ENSG00000264587	chr18	27098224	27128206	+	29983	0	0	0
ENSG00000266196	chr18	28293241	28294252	+	1012	0	0	0
ENSG00000265670	chr18	28534786	28560883	-	26098	1	1	0
ENSG00000251702	chr18	28564072	28564181	+	110	0	0	0
ENSG00000261521	chr18	28638806	28639359	-	554	0	0	0
ENSG00000231607	chr13	50601269	50699856	-	98588	5674	27	181
ENSG00000238376	chr18	28652470	28652573	+	104	0	0	0
ENSG00000238660	chr21	26711319	26711413	+	95	0	0	0
ENSG00000265888	chr18	28681551	28742752	+	61202	2	2	1
ENSG00000213885	chr21	26734135	26734745	+	611	1153	142	66
ENSG00000263698	chr18	28711419	28712457	+	1039	0	0	0
ENSG00000185433	chr21	26758133	26804013	-	45881	2012	16	69
ENSG00000266729	chr18	28923331	29006951	-	83621	3	1	1
ENSG00000238314	chr21	26842421	26842513	-	93	0	0	0
ENSG00000229962	chr21	26887785	26890650	-	2866	0	0	0
ENSG00000208006	chr13	50623109	50623197	-	89	0	0	0
ENSG00000207019	chr18	28925325	28925430	-	106	0	0	0
ENSG00000214359	chr13	50673467	50674004	+	538	0	0	0
ENSG00000234883	chr21	26934221	26947480	+	13260	22017	141	791
ENSG00000207240	chr18	28962280	28962393	+	114	0	0	0
ENSG00000266521	chr18	29076608	29077158	-	551	0	0	0
ENSG00000232150	chr13	50746225	50747317	+	1093	0	0	0
ENSG00000260583	chr21	26955082	26955638	-	557	0	0	3
ENSG00000264859	chr18	29122109	29136874	-	14766	0	0	0
ENSG00000237731	chr21	27015801	27016528	+	728	0	0	0
ENSG00000223676	chr13	50935546	50935899	-	354	0	0	0
ENSG00000227054	chr21	27064492	27064866	+	375	0	0	0
ENSG00000252379	chr18	29249252	29249341	-	90	0	0	0
ENSG00000221198	chr13	50937284	50937373	-	90	0	0	0
ENSG00000235514	chr21	27135249	27135644	-	396	0	0	0
ENSG00000229323	chr13	51095069	51101585	-	6517	0	0	0
ENSG00000259985	chr18	29265618	29266786	+	1169	0	0	13
ENSG00000200472	chr18	29298856	29299171	+	316	0	0	0
ENSG00000137880	chr15	41056218	41059906	+	3689	9896	44	71
ENSG00000265158	chr18	29304161	29306919	+	2759	0	0	0
ENSG00000233783	chr21	27306373	27315001	+	8629	0	0	0
ENSG00000263772	chr18	29306006	29306360	-	355	0	0	0
ENSG00000237152	chr13	51381992	51423190	+	41199	0	0	0
ENSG00000251972	chr21	27315359	27315460	-	102	0	0	0
ENSG00000263924	chr18	29424351	29425141	+	791	0	0	0
ENSG00000200711	chr13	51387124	51387242	-	119	0	0	0
ENSG00000224541	chr21	27530409	27548142	+	17734	0	0	0
ENSG00000270518	chr18	29462583	29462865	+	283	0	0	0
ENSG00000270879	chr18	29464821	29465106	+	286	0	0	0
ENSG00000273492	chr21	27543189	27589700	+	46512	8	3	1
ENSG00000222320	chr18	29517496	29517602	+	107	0	0	0
ENSG00000233672	chr13	51450822	51484848	-	34027	0	0	7
ENSG00000263823	chr18	29522538	29524119	+	1582	0	0	0
ENSG00000206802	chr21	27563026	27563132	+	107	0	0	0
ENSG00000265273	chr18	29542141	29543581	+	1441	2	1	62
ENSG00000229025	chr21	27722099	27722953	-	855	0	0	0
ENSG00000266105	chr18	29546923	29547508	+	586	0	0	0
ENSG00000232692	chr21	27750871	27844017	+	93147	0	0	0
ENSG00000263917	chr18	29598792	29691742	+	92951	0	0	7
ENSG00000265063	chr18	29640868	29640952	-	85	0	0	0
ENSG00000214917	chr18	29655848	29656235	-	388	0	0	0
ENSG00000265008	chr18	29671258	29672082	-	825	0	0	0
ENSG00000238982	chr18	29674467	29674569	+	103	0	0	0
ENSG00000263393	chr18	29702363	29704441	-	2079	0	0	0
ENSG00000199373	chr18	29756013	29756131	-	119	0	0	0
ENSG00000265279	chr18	29775989	29776929	-	941	0	0	0
ENSG00000263904	chr18	29825909	29828995	-	3087	0	0	0
ENSG00000222395	chr18	29843098	29843201	-	104	0	0	0
ENSG00000264982	chr18	29867400	29870303	+	2904	0	0	0
ENSG00000215492	chr18	29991471	29993167	-	1697	0	0	0
ENSG00000260389	chr18	30091626	30094597	+	2972	7	4	250
ENSG00000104129	chr15	41060067	41099675	-	39609	2	2	99
ENSG00000221621	chr18	30106105	30106185	+	81	0	0	0
ENSG00000177150	chr18	13663346	13726662	-	63317	9770	49	357
ENSG00000263688	chr18	30161491	30162791	+	1301	0	0	0
ENSG00000123201	chr13	51568647	51654998	-	86352	7	1	2
ENSG00000155313	chr21	17102344	17252377	+	150034	7085	28	517
ENSG00000197934	chr21	27765954	27941571	+	175618	0	0	0
ENSG00000273115	chr21	27832222	27832533	-	312	0	0	0
ENSG00000223563	chr21	28261695	28312061	+	50367	5	1	0
ENSG00000266133	chr21	28326280	28326362	+	83	0	0	0
ENSG00000215326	chr21	28515663	28516268	-	606	0	0	31
ENSG00000231236	chr21	28731204	28820898	-	89695	10	10	0
ENSG00000236332	chr21	28733483	28768106	+	34624	0	0	0
ENSG00000222920	chr13	51601883	51601988	-	106	0	0	0
ENSG00000226792	chr13	51656984	51746524	-	89541	5	2	4
ENSG00000214878	chr13	51735859	51736493	-	635	0	0	0
ENSG00000271242	chr13	51770017	51770217	+	201	0	0	0
ENSG00000266072	chr13	51922703	51922775	-	73	0	0	0
ENSG00000269965	chr13	51935701	51936371	-	671	0	0	0
ENSG00000270101	chr13	51936795	51937579	-	785	0	0	0
ENSG00000101638	chr18	44259081	44339220	-	80140	1	1	4
ENSG00000236778	chr13	52026503	52126500	+	99998	8	4	12
ENSG00000232560	chr21	18811208	18821503	+	10296	1	1	0
ENSG00000224892	chr13	52028300	52035451	+	7152	0	0	0
ENSG00000243900	chr13	52043886	52044181	+	296	0	0	0
ENSG00000229906	chr13	52070156	52070387	-	232	0	0	0
ENSG00000266611	chr13	52126725	52126803	+	79	0	0	0
ENSG00000252141	chr13	52139548	52139645	+	98	17	4	0
ENSG00000206920	chr13	52160560	52160668	-	109	0	0	0
ENSG00000242893	chr13	52168057	52168351	-	295	0	0	0
ENSG00000224451	chr13	52172552	52173596	+	1045	0	0	0
ENSG00000231856	chr13	52378433	52387356	+	8924	2	1	5
ENSG00000232872	chr13	52482354	52484757	-	2404	0	0	14
ENSG00000236044	chr13	52540878	52541285	+	408	0	0	0
ENSG00000217576	chr13	52741844	52865692	-	123849	1	1	2
ENSG00000154639	chr21	18884700	18965897	+	81198	51	23	70
ENSG00000243406	chr13	52741844	52768600	-	26757	0	0	0
ENSG00000101654	chr18	13726659	13764557	+	37899	6833	34	848
ENSG00000078043	chr18	44388353	44500123	-	111771	6894	37	325
ENSG00000272281	chr13	52793479	52908412	-	114934	4	4	5
ENSG00000156958	chr15	49447853	49660066	+	212214	12799	82	242
ENSG00000154640	chr21	18965971	18985265	-	19295	1225	15	254
ENSG00000233300	chr21	28739333	28740266	-	934	0	0	0
ENSG00000271236	chr15	41052795	41053072	+	278	0	0	0
ENSG00000217026	chr21	28792699	28793342	-	644	0	0	0
ENSG00000219592	chr21	28864437	28864580	+	144	0	0	0
ENSG00000234052	chr21	29011012	29025810	+	14799	1	1	0
ENSG00000261183	chr15	41128006	41136585	-	8580	0	0	3
ENSG00000188277	chr15	41062159	41064643	+	2485	0	0	0
ENSG00000249139	chr20	44165625	44176065	-	10441	0	0	0
ENSG00000225298	chr21	29094698	29123552	+	28855	0	0	1
ENSG00000264256	chr15	41167511	41167608	+	98	0	0	0
ENSG00000251161	chr15	41199009	41201540	+	2532	0	0	1
ENSG00000234083	chr21	29327240	29357614	+	30375	1	1	2
ENSG00000259405	chr15	41240934	41241067	-	134	0	0	0
ENSG00000178457	chr21	29385682	29395552	+	9871	0	0	0
ENSG00000259617	chr15	41291472	41297063	+	5592	0	0	0
ENSG00000259463	chr15	41303795	41305498	+	1704	0	0	0
ENSG00000232079	chr21	29420733	29509930	+	89198	0	0	4
ENSG00000259521	chr15	41309005	41320091	+	11087	0	0	0
ENSG00000259547	chr15	41401076	41401376	+	301	0	0	0
ENSG00000158901	chr20	44179792	44207965	-	28174	0	0	1
ENSG00000140416	chr15	63334831	63364114	+	29284	76	2	4
ENSG00000157021	chr15	41455360	41456572	+	1213	0	0	3
ENSG00000240847	chr15	41484165	41484463	-	299	0	0	0
ENSG00000180205	chr20	44236578	44259907	-	23330	2	1	0
ENSG00000154642	chr21	19161284	19191703	-	30420	6239	18	16
ENSG00000247556	chr15	41576188	41601901	+	25714	17985	82	1349
ENSG00000243355	chr18	30359002	30359249	+	248	3	3	1
ENSG00000263765	chr18	30413417	30518280	+	104864	1	1	3
ENSG00000263450	chr18	30534039	30537962	+	3924	0	0	0
ENSG00000267642	chr18	31132087	31158151	-	26065	0	0	0
ENSG00000199204	chr18	31581662	31581763	-	102	0	0	0
ENSG00000267746	chr18	31802929	31804725	+	1797	0	0	0
ENSG00000267585	chr18	32153951	32154487	-	537	0	0	0
ENSG00000268873	chr18	32317759	32347627	-	29869	0	0	0
ENSG00000221409	chr18	32399910	32399995	-	86	0	0	0
ENSG00000268573	chr18	32860831	32870165	-	9335	0	0	0
ENSG00000257267	chr18	32870246	32890730	+	20485	4426	41	144
ENSG00000239683	chr18	32963318	32963989	-	672	0	0	5
ENSG00000267583	chr18	33023833	33047052	-	23220	0	0	0
ENSG00000266965	chr18	33175865	33177563	+	1699	0	0	0
ENSG00000267397	chr18	33296334	33297942	+	1609	0	0	0
ENSG00000140577	chr15	91073157	91188577	+	115421	32	7	124
ENSG00000267797	chr18	33421723	33422581	+	859	0	0	1
ENSG00000207797	chr18	33484781	33484889	-	109	0	0	0
ENSG00000265641	chr18	33514051	33514105	-	55	0	0	0
ENSG00000166140	chr15	41099284	41106767	+	7484	227	3	156
ENSG00000267627	chr18	33531766	33546081	-	14316	0	0	2
ENSG00000260552	chr18	33759959	33767411	-	7453	0	0	5
ENSG00000267404	chr18	33853537	33854562	+	1026	0	0	0
ENSG00000267456	chr18	33858698	33859082	-	385	0	0	0
ENSG00000101138	chr20	54967427	54979518	+	12092	12	3	392
ENSG00000252078	chr18	34222576	34222647	-	72	0	0	0
ENSG00000267039	chr18	34481909	34503777	-	21869	0	0	0
ENSG00000267651	chr18	34814082	34816205	-	2124	0	0	0
ENSG00000154645	chr21	19273580	19639690	+	366111	10	6	15
ENSG00000267707	chr18	34823739	34827179	+	3441	0	0	0
ENSG00000267202	chr18	34853669	34856535	+	2867	0	0	0
ENSG00000266530	chr18	35237098	35237178	+	81	0	0	0
ENSG00000243516	chr18	35252652	35253139	+	488	5	1	1
ENSG00000268566	chr18	36235173	36267962	-	32790	1	1	0
ENSG00000222704	chr18	36596011	36596308	-	298	0	0	0
ENSG00000253038	chr18	36613971	36614074	+	104	0	0	0
ENSG00000271564	chr13	52908430	52916031	+	7602	0	0	0
ENSG00000267374	chr18	36786888	37380282	-	593395	2412	24	11
ENSG00000199605	chr13	52974139	52974234	+	96	0	0	0
ENSG00000235660	chr13	53058296	53058815	-	520	0	0	0
ENSG00000180305	chr20	44258165	44259835	+	1671	0	0	0
ENSG00000175886	chr18	36914836	36915639	-	804	0	0	0
ENSG00000244471	chr13	53063128	53073440	+	10313	0	0	0
ENSG00000259396	chr15	41635278	41636423	+	1146	0	0	0
ENSG00000266148	chr18	37256685	37256743	+	59	0	0	0
ENSG00000200407	chr15	41740940	41741042	-	103	0	0	0
ENSG00000068793	chr15	22892005	23006016	+	114012	2852	14	651
ENSG00000259838	chr15	41849225	41849633	+	409	4	2	167
ENSG00000212354	chr18	37258484	37258586	-	103	0	0	0
ENSG00000267413	chr18	37421138	37504804	-	83667	1	1	0
ENSG00000180083	chr20	44277202	44298909	-	21708	0	0	1
ENSG00000198384	chr13	53063128	53161222	+	98095	153	5	4
ENSG00000260926	chr15	41901664	41904925	-	3262	0	0	0
ENSG00000261715	chr18	37646250	37679197	+	32948	0	0	1
ENSG00000207766	chr15	41983783	41983876	+	94	0	0	0
ENSG00000267664	chr18	37723890	37724468	-	579	1	1	0
