individual	replicate	well	rmdup	Assigned	Unassigned_Ambiguity	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Unmapped	Unassigned_MappingQuality	Unassigned_FragmentLength	Unassigned_Chimera	Unassigned_Secondary	Unassigned_Nonjunction	Unassigned_Duplicate
NA19239	r2	A03	molecules	110551	2386	0	75727	0	0	0	0	0	0	0
NA19239	r2	A03	reads	2075550	43392	0	1050040	1065101	0	0	0	0	0	0
NA19239	r2	A04	molecules	76189	1629	0	54467	0	0	0	0	0	0	0
NA19239	r2	A04	reads	2733317	56608	0	1301348	1433476	0	0	0	0	0	0
NA19239	r2	A05	molecules	66277	1345	0	46778	0	0	0	0	0	0	0
NA19239	r2	A05	reads	2415257	46902	0	1074444	1227793	0	0	0	0	0	0
NA19239	r2	A06	molecules	71220	1449	0	50333	0	0	0	0	0	0	0
NA19239	r2	A06	reads	2536724	47295	0	1215276	1303508	0	0	0	0	0	0
NA19239	r2	A07	molecules	71693	1444	0	49368	0	0	0	0	0	0	0
NA19239	r2	A07	reads	2683158	52042	0	1021215	1189988	0	0	0	0	0	0
NA19239	r2	A08	molecules	46769	931	0	32870	0	0	0	0	0	0	0
NA19239	r2	A08	reads	1426618	27547	0	478850	918852	0	0	0	0	0	0
NA19239	r2	A09	molecules	82222	1732	0	61645	0	0	0	0	0	0	0
NA19239	r2	A09	reads	2761242	57914	0	1259878	1357383	0	0	0	0	0	0
NA19239	r2	A10	molecules	27973	508	0	37755	0	0	0	0	0	0	0
NA19239	r2	A10	reads	483060	6256	0	1461627	937509	0	0	0	0	0	0
NA19239	r2	A11	molecules	74855	1642	0	50454	0	0	0	0	0	0	0
NA19239	r2	A11	reads	2755251	57352	0	1160060	1268784	0	0	0	0	0	0
NA19239	r2	A12	molecules	139493	2923	0	115134	0	0	0	0	0	0	0
NA19239	r2	A12	reads	1709930	33880	0	1249060	1059388	0	0	0	0	0	0
NA19239	r2	B01	molecules	31248	522	0	30174	0	0	0	0	0	0	0
NA19239	r2	B01	reads	630028	6656	0	792327	847778	0	0	0	0	0	0
NA19239	r2	B02	molecules	58742	1169	0	46041	0	0	0	0	0	0	0
NA19239	r2	B02	reads	2035254	37775	0	1051772	1297115	0	0	0	0	0	0
NA19239	r2	B03	molecules	28753	530	0	21972	0	0	0	0	0	0	0
NA19239	r2	B03	reads	601993	8586	0	313537	599264	0	0	0	0	0	0
NA19239	r2	B04	molecules	69466	1523	0	50273	0	0	0	0	0	0	0
NA19239	r2	B04	reads	2671429	55942	0	1187494	1570361	0	0	0	0	0	0
NA19239	r2	B05	molecules	49554	990	0	34661	0	0	0	0	0	0	0
NA19239	r2	B05	reads	1441076	25226	0	701934	1101477	0	0	0	0	0	0
NA19239	r2	B06	molecules	81369	1748	0	58055	0	0	0	0	0	0	0
NA19239	r2	B06	reads	2791255	54946	0	1287311	1432843	0	0	0	0	0	0
NA19239	r2	B07	molecules	103190	2126	0	76986	0	0	0	0	0	0	0
NA19239	r2	B07	reads	2159430	42591	0	1162178	1133705	0	0	0	0	0	0
NA19239	r2	B08	molecules	64923	1327	0	46612	0	0	0	0	0	0	0
NA19239	r2	B08	reads	2304781	46121	0	1026634	1256772	0	0	0	0	0	0
NA19239	r2	B09	molecules	61742	1267	0	42234	0	0	0	0	0	0	0
NA19239	r2	B09	reads	2251806	45815	0	804863	1101488	0	0	0	0	0	0
NA19239	r2	B10	molecules	13241	241	0	8310	0	0	0	0	0	0	0
NA19239	r2	B10	reads	156242	2812	0	44565	202225	0	0	0	0	0	0
NA19239	r2	B11	molecules	26090	436	0	19938	0	0	0	0	0	0	0
NA19239	r2	B11	reads	627226	7335	0	408138	661128	0	0	0	0	0	0
NA19239	r2	B12	molecules	80570	1627	0	58263	0	0	0	0	0	0	0
NA19239	r2	B12	reads	2858336	51761	0	1317458	1504544	0	0	0	0	0	0
NA19239	r2	C01	molecules	122296	2635	0	86372	0	0	0	0	0	0	0
NA19239	r2	C01	reads	2057959	42090	0	1065422	1163932	0	0	0	0	0	0
NA19239	r2	C02	molecules	49620	1002	0	41601	0	0	0	0	0	0	0
NA19239	r2	C02	reads	1533174	27074	0	917911	1209834	0	0	0	0	0	0
NA19239	r2	C03	molecules	23595	419	0	18193	0	0	0	0	0	0	0
NA19239	r2	C03	reads	329602	3221	0	199380	459524	0	0	0	0	0	0
NA19239	r2	C04	molecules	60883	1305	0	43140	0	0	0	0	0	0	0
NA19239	r2	C04	reads	2285793	45079	0	961736	1444110	0	0	0	0	0	0
NA19239	r2	C05	molecules	66843	1308	0	54490	0	0	0	0	0	0	0
NA19239	r2	C05	reads	2432844	40542	0	1489851	1599377	0	0	0	0	0	0
NA19239	r2	C06	molecules	35294	641	0	25070	0	0	0	0	0	0	0
NA19239	r2	C06	reads	970958	11802	0	446023	863337	0	0	0	0	0	0
NA19239	r2	C07	molecules	52482	1053	0	41479	0	0	0	0	0	0	0
NA19239	r2	C07	reads	1754604	36657	0	921150	909959	0	0	0	0	0	0
NA19239	r2	C08	molecules	28493	475	0	24953	0	0	0	0	0	0	0
NA19239	r2	C08	reads	522997	5043	0	446818	712728	0	0	0	0	0	0
NA19239	r2	C09	molecules	87793	1829	0	65831	0	0	0	0	0	0	0
NA19239	r2	C09	reads	2880810	57271	0	1364293	1437931	0	0	0	0	0	0
NA19239	r2	C10	molecules	149294	3122	0	99828	0	0	0	0	0	0	0
NA19239	r2	C10	reads	1888516	35695	0	1042574	993206	0	0	0	0	0	0
NA19239	r2	C11	molecules	52112	1041	0	35650	0	0	0	0	0	0	0
NA19239	r2	C11	reads	1767829	29796	0	734157	1141017	0	0	0	0	0	0
NA19239	r2	C12	molecules	60559	1258	0	46607	0	0	0	0	0	0	0
NA19239	r2	C12	reads	2112225	38231	0	1118235	1385440	0	0	0	0	0	0
NA19239	r2	D01	molecules	69273	1368	0	49834	0	0	0	0	0	0	0
NA19239	r2	D01	reads	2584355	46539	0	1106550	1285133	0	0	0	0	0	0
NA19239	r2	D02	molecules	65331	1358	0	49711	0	0	0	0	0	0	0
NA19239	r2	D02	reads	2379935	43278	0	1163305	1248465	0	0	0	0	0	0
NA19239	r2	D03	molecules	45835	896	0	34234	0	0	0	0	0	0	0
NA19239	r2	D03	reads	1410848	25736	0	627417	1026262	0	0	0	0	0	0
NA19239	r2	D04	molecules	77931	1621	0	55688	0	0	0	0	0	0	0
NA19239	r2	D04	reads	2864215	55033	0	1275953	1377412	0	0	0	0	0	0
NA19239	r2	D05	molecules	51319	1083	0	35930	0	0	0	0	0	0	0
NA19239	r2	D05	reads	1693996	31193	0	709439	1012248	0	0	0	0	0	0
NA19239	r2	D06	molecules	53753	1105	0	40270	0	0	0	0	0	0	0
NA19239	r2	D06	reads	1869333	34303	0	914726	1068788	0	0	0	0	0	0
NA19239	r2	D07	molecules	24309	431	0	20792	0	0	0	0	0	0	0
NA19239	r2	D07	reads	560342	6528	0	392189	471271	0	0	0	0	0	0
NA19239	r2	D08	molecules	39783	746	0	30533	0	0	0	0	0	0	0
NA19239	r2	D08	reads	1110487	20683	0	569044	873578	0	0	0	0	0	0
NA19239	r2	D09	molecules	23614	455	0	19602	0	0	0	0	0	0	0
NA19239	r2	D09	reads	397137	5666	0	249838	511620	0	0	0	0	0	0
NA19239	r2	D10	molecules	114147	2321	0	83750	0	0	0	0	0	0	0
NA19239	r2	D10	reads	2016882	36766	0	1178150	1040679	0	0	0	0	0	0
NA19239	r2	D11	molecules	81163	1780	0	59277	0	0	0	0	0	0	0
NA19239	r2	D11	reads	3103116	63092	0	1387166	1643829	0	0	0	0	0	0
NA19239	r2	D12	molecules	52445	873	0	53598	0	0	0	0	0	0	0
NA19239	r2	D12	reads	1798978	19643	0	1849299	1603140	0	0	0	0	0	0
NA19239	r2	E01	molecules	80808	1579	0	61382	0	0	0	0	0	0	0
NA19239	r2	E01	reads	2247840	41757	0	1338085	1553894	0	0	0	0	0	0
NA19239	r2	E02	molecules	85323	1772	0	64133	0	0	0	0	0	0	0
NA19239	r2	E02	reads	2727197	52649	0	1355816	1218426	0	0	0	0	0	0
NA19239	r2	E03	molecules	145248	3050	0	102887	0	0	0	0	0	0	0
NA19239	r2	E03	reads	2466214	49464	0	1347452	1282930	0	0	0	0	0	0
NA19239	r2	E04	molecules	77693	1540	0	60291	0	0	0	0	0	0	0
NA19239	r2	E04	reads	2733239	53720	0	1527031	1467049	0	0	0	0	0	0
NA19239	r2	E05	molecules	71632	1480	0	50331	0	0	0	0	0	0	0
NA19239	r2	E05	reads	2626344	53058	0	1076515	1516748	0	0	0	0	0	0
NA19239	r2	E06	molecules	87342	1734	0	62430	0	0	0	0	0	0	0
NA19239	r2	E06	reads	3109191	54745	0	1445684	1613957	0	0	0	0	0	0
NA19239	r2	E07	molecules	75194	1596	0	52456	0	0	0	0	0	0	0
NA19239	r2	E07	reads	2593476	47693	0	1098310	1359763	0	0	0	0	0	0
NA19239	r2	E08	molecules	85178	1767	0	60804	0	0	0	0	0	0	0
NA19239	r2	E08	reads	3429563	64040	0	1527018	1716992	0	0	0	0	0	0
NA19239	r2	E09	molecules	27777	496	0	21351	0	0	0	0	0	0	0
NA19239	r2	E09	reads	497706	5145	0	295195	630339	0	0	0	0	0	0
NA19239	r2	E10	molecules	98141	2008	0	75799	0	0	0	0	0	0	0
NA19239	r2	E10	reads	2487004	47809	0	1402598	1421808	0	0	0	0	0	0
NA19239	r2	E11	molecules	54106	1082	0	39016	0	0	0	0	0	0	0
NA19239	r2	E11	reads	1722355	31506	0	865820	1149516	0	0	0	0	0	0
NA19239	r2	E12	molecules	67960	1317	0	52916	0	0	0	0	0	0	0
NA19239	r2	E12	reads	2492327	44081	0	1407970	1553514	0	0	0	0	0	0
NA19239	r2	F01	molecules	92903	1854	0	67014	0	0	0	0	0	0	0
NA19239	r2	F01	reads	2636999	48689	0	1380493	1428591	0	0	0	0	0	0
NA19239	r2	F02	molecules	79311	1561	0	66557	0	0	0	0	0	0	0
NA19239	r2	F02	reads	2790370	50656	0	1860761	1645700	0	0	0	0	0	0
NA19239	r2	F03	molecules	71954	1387	0	52690	0	0	0	0	0	0	0
NA19239	r2	F03	reads	2634082	45618	0	1161088	1551361	0	0	0	0	0	0
NA19239	r2	F04	molecules	33749	593	0	27303	0	0	0	0	0	0	0
NA19239	r2	F04	reads	693007	6795	0	676908	1029527	0	0	0	0	0	0
NA19239	r2	F05	molecules	54758	1153	0	43767	0	0	0	0	0	0	0
NA19239	r2	F05	reads	1775388	35850	0	1024529	1409480	0	0	0	0	0	0
NA19239	r2	F06	molecules	37148	674	0	28897	0	0	0	0	0	0	0
NA19239	r2	F06	reads	697805	6599	0	641144	939192	0	0	0	0	0	0
NA19239	r2	F07	molecules	27812	509	0	20804	0	0	0	0	0	0	0
NA19239	r2	F07	reads	493765	4451	0	263546	523378	0	0	0	0	0	0
NA19239	r2	F08	molecules	88965	1772	0	66917	0	0	0	0	0	0	0
NA19239	r2	F08	reads	3017121	59341	0	1468790	1537261	0	0	0	0	0	0
NA19239	r2	F09	molecules	51143	964	0	35139	0	0	0	0	0	0	0
NA19239	r2	F09	reads	1567792	24441	0	601056	1031538	0	0	0	0	0	0
NA19239	r2	F10	molecules	48008	964	0	30971	0	0	0	0	0	0	0
NA19239	r2	F10	reads	1173001	20018	0	495812	810543	0	0	0	0	0	0
NA19239	r2	F11	molecules	58296	1203	0	43425	0	0	0	0	0	0	0
NA19239	r2	F11	reads	2004523	40829	0	1076943	1326056	0	0	0	0	0	0
NA19239	r2	F12	molecules	31325	569	0	19928	0	0	0	0	0	0	0
NA19239	r2	F12	reads	475112	5326	0	274254	519625	0	0	0	0	0	0
NA19239	r2	G01	molecules	70652	1421	0	52723	0	0	0	0	0	0	0
NA19239	r2	G01	reads	2394917	44995	0	1178653	1669353	0	0	0	0	0	0
NA19239	r2	G02	molecules	65056	1269	0	46921	0	0	0	0	0	0	0
NA19239	r2	G02	reads	2415343	40485	0	1122130	1355110	0	0	0	0	0	0
NA19239	r2	G03	molecules	31604	594	0	22497	0	0	0	0	0	0	0
NA19239	r2	G03	reads	547756	6527	0	356273	651251	0	0	0	0	0	0
NA19239	r2	G04	molecules	100838	2069	0	67122	0	0	0	0	0	0	0
NA19239	r2	G04	reads	3384010	63059	0	1491949	1941886	0	0	0	0	0	0
NA19239	r2	G05	molecules	69830	1535	0	48465	0	0	0	0	0	0	0
NA19239	r2	G05	reads	2204057	46831	0	1049732	1466328	0	0	0	0	0	0
NA19239	r2	G06	molecules	62232	1255	0	40238	0	0	0	0	0	0	0
NA19239	r2	G06	reads	1931539	37094	0	811619	1270677	0	0	0	0	0	0
NA19239	r2	G07	molecules	78303	1624	0	58613	0	0	0	0	0	0	0
NA19239	r2	G07	reads	2796146	55059	0	1335240	1535755	0	0	0	0	0	0
NA19239	r2	G08	molecules	32988	640	0	22028	0	0	0	0	0	0	0
NA19239	r2	G08	reads	415403	5234	0	247118	516759	0	0	0	0	0	0
NA19239	r2	G09	molecules	91774	1955	0	63061	0	0	0	0	0	0	0
NA19239	r2	G09	reads	2855671	64321	0	1235491	1243655	0	0	0	0	0	0
NA19239	r2	G10	molecules	80233	1695	0	55838	0	0	0	0	0	0	0
NA19239	r2	G10	reads	3118281	60505	0	1363005	1541634	0	0	0	0	0	0
NA19239	r2	G11	molecules	55813	1149	0	34680	0	0	0	0	0	0	0
NA19239	r2	G11	reads	1984330	39951	0	673064	954494	0	0	0	0	0	0
NA19239	r2	G12	molecules	65861	1335	0	47216	0	0	0	0	0	0	0
NA19239	r2	G12	reads	2468022	47598	0	1145415	1650995	0	0	0	0	0	0
NA19239	r2	H01	molecules	79937	1700	0	57447	0	0	0	0	0	0	0
NA19239	r2	H01	reads	2724711	53346	0	1174068	1500025	0	0	0	0	0	0
NA19239	r2	H02	molecules	28848	540	0	25870	0	0	0	0	0	0	0
NA19239	r2	H02	reads	446010	4307	0	475388	733668	0	0	0	0	0	0
NA19239	r2	H03	molecules	35102	598	0	26551	0	0	0	0	0	0	0
NA19239	r2	H03	reads	727608	6556	0	461292	914545	0	0	0	0	0	0
NA19239	r2	H04	molecules	63959	1331	0	45579	0	0	0	0	0	0	0
NA19239	r2	H04	reads	2377923	49961	0	1134170	1656752	0	0	0	0	0	0
NA19239	r2	H05	molecules	80339	1543	0	61630	0	0	0	0	0	0	0
NA19239	r2	H05	reads	2976822	50787	0	1720113	1902294	0	0	0	0	0	0
NA19239	r2	H06	molecules	59014	1156	0	41840	0	0	0	0	0	0	0
NA19239	r2	H06	reads	2199117	41141	0	995139	1659928	0	0	0	0	0	0
NA19239	r2	H07	molecules	22633	401	0	17182	0	0	0	0	0	0	0
NA19239	r2	H07	reads	346305	3568	0	211780	534503	0	0	0	0	0	0
NA19239	r2	H08	molecules	81890	1669	0	58314	0	0	0	0	0	0	0
NA19239	r2	H08	reads	2680925	52451	0	1301622	1388207	0	0	0	0	0	0
NA19239	r2	H09	molecules	71798	1463	0	52478	0	0	0	0	0	0	0
NA19239	r2	H09	reads	2692068	53843	0	1302153	1589380	0	0	0	0	0	0
NA19239	r2	H10	molecules	60108	1292	0	40210	0	0	0	0	0	0	0
NA19239	r2	H10	reads	2357868	48665	0	911524	1353264	0	0	0	0	0	0
NA19239	r2	H11	molecules	38742	778	0	24324	0	0	0	0	0	0	0
NA19239	r2	H11	reads	1241928	20861	0	509921	952059	0	0	0	0	0	0
NA19239	r2	H12	molecules	56746	1150	0	38878	0	0	0	0	0	0	0
NA19239	r2	H12	reads	2059333	40126	0	889492	1253491	0	0	0	0	0	0
NA19239	r3	A01	molecules	10967	211	0	11620	0	0	0	0	0	0	0
NA19239	r3	A01	reads	85509	1230	0	120796	212655	0	0	0	0	0	0
NA19239	r3	A02	molecules	69086	1490	0	47762	0	0	0	0	0	0	0
NA19239	r3	A02	reads	2120750	43139	0	1080700	1061197	0	0	0	0	0	0
NA19239	r3	A03	molecules	69249	1508	0	43888	0	0	0	0	0	0	0
NA19239	r3	A03	reads	2169976	44098	0	903660	956652	0	0	0	0	0	0
NA19239	r3	A04	molecules	69914	1454	0	48120	0	0	0	0	0	0	0
NA19239	r3	A04	reads	2444041	48699	0	1167992	1223290	0	0	0	0	0	0
NA19239	r3	A05	molecules	66415	1410	0	44473	0	0	0	0	0	0	0
NA19239	r3	A05	reads	2404547	49705	0	1076630	1207913	0	0	0	0	0	0
NA19239	r3	A06	molecules	69820	1486	0	48572	0	0	0	0	0	0	0
NA19239	r3	A06	reads	2473325	48767	0	1224507	1347257	0	0	0	0	0	0
NA19239	r3	A07	molecules	85454	1842	0	59661	0	0	0	0	0	0	0
NA19239	r3	A07	reads	2426007	48486	0	1230168	1066581	0	0	0	0	0	0
NA19239	r3	A08	molecules	48949	965	0	39778	0	0	0	0	0	0	0
NA19239	r3	A08	reads	1372266	20786	0	889095	958080	0	0	0	0	0	0
NA19239	r3	A09	molecules	83940	1876	0	59192	0	0	0	0	0	0	0
NA19239	r3	A09	reads	2527996	56387	0	1163443	1235858	0	0	0	0	0	0
NA19239	r3	A10	molecules	68246	1487	0	46023	0	0	0	0	0	0	0
NA19239	r3	A10	reads	2342106	50676	0	1047310	1214052	0	0	0	0	0	0
NA19239	r3	A11	molecules	57878	1176	0	35652	0	0	0	0	0	0	0
NA19239	r3	A11	reads	2002770	33692	0	688764	1095342	0	0	0	0	0	0
NA19239	r3	A12	molecules	82825	1793	0	51417	0	0	0	0	0	0	0
NA19239	r3	A12	reads	2510192	52329	0	962386	1137171	0	0	0	0	0	0
NA19239	r3	B01	molecules	64388	1366	0	49782	0	0	0	0	0	0	0
NA19239	r3	B01	reads	2176548	40781	0	1247684	1365003	0	0	0	0	0	0
NA19239	r3	B02	molecules	62616	1361	0	44264	0	0	0	0	0	0	0
NA19239	r3	B02	reads	2084636	43009	0	1009325	1180550	0	0	0	0	0	0
NA19239	r3	B03	molecules	62250	1399	0	39317	0	0	0	0	0	0	0
NA19239	r3	B03	reads	2155211	49431	0	718957	1098711	0	0	0	0	0	0
NA19239	r3	B04	molecules	80273	1667	0	59699	0	0	0	0	0	0	0
NA19239	r3	B04	reads	2677225	49960	0	1346236	1514652	0	0	0	0	0	0
NA19239	r3	B05	molecules	74373	1588	0	50801	0	0	0	0	0	0	0
NA19239	r3	B05	reads	2626782	52138	0	1191478	1539255	0	0	0	0	0	0
NA19239	r3	B06	molecules	66270	1479	0	46234	0	0	0	0	0	0	0
NA19239	r3	B06	reads	2068037	42083	0	965565	1146034	0	0	0	0	0	0
NA19239	r3	B07	molecules	62941	1279	0	44502	0	0	0	0	0	0	0
NA19239	r3	B07	reads	2091527	40154	0	1061915	1196394	0	0	0	0	0	0
NA19239	r3	B08	molecules	55528	1098	0	40046	0	0	0	0	0	0	0
NA19239	r3	B08	reads	1996051	38540	0	1044908	1179964	0	0	0	0	0	0
NA19239	r3	B09	molecules	11228	208	0	9350	0	0	0	0	0	0	0
NA19239	r3	B09	reads	90906	688	0	27745	192131	0	0	0	0	0	0
NA19239	r3	B10	molecules	82992	1842	0	56167	0	0	0	0	0	0	0
NA19239	r3	B10	reads	2217321	46944	0	1068427	1099254	0	0	0	0	0	0
NA19239	r3	B11	molecules	80070	1788	0	56910	0	0	0	0	0	0	0
NA19239	r3	B11	reads	2633320	58298	0	1269785	1245743	0	0	0	0	0	0
NA19239	r3	B12	molecules	67054	1442	0	44497	0	0	0	0	0	0	0
NA19239	r3	B12	reads	2111489	41804	0	903911	1206897	0	0	0	0	0	0
NA19239	r3	C01	molecules	82959	1924	0	49282	0	0	0	0	0	0	0
NA19239	r3	C01	reads	2964337	68229	0	1009616	1219759	0	0	0	0	0	0
NA19239	r3	C02	molecules	68255	1412	0	49672	0	0	0	0	0	0	0
NA19239	r3	C02	reads	2556624	46964	0	1296267	1371887	0	0	0	0	0	0
NA19239	r3	C03	molecules	74851	1565	0	51890	0	0	0	0	0	0	0
NA19239	r3	C03	reads	2754678	52533	0	1227214	1380162	0	0	0	0	0	0
NA19239	r3	C04	molecules	12426	219	0	9255	0	0	0	0	0	0	0
NA19239	r3	C04	reads	88696	541	0	21354	208792	0	0	0	0	0	0
NA19239	r3	C05	molecules	102790	2267	0	80059	0	0	0	0	0	0	0
NA19239	r3	C05	reads	2532166	53401	0	1514091	1331231	0	0	0	0	0	0
NA19239	r3	C06	molecules	55898	1161	0	41685	0	0	0	0	0	0	0
NA19239	r3	C06	reads	1817320	35027	0	1025349	1149191	0	0	0	0	0	0
NA19239	r3	C07	molecules	17694	326	0	15087	0	0	0	0	0	0	0
NA19239	r3	C07	reads	361733	3936	0	329153	477485	0	0	0	0	0	0
NA19239	r3	C08	molecules	74147	1643	0	53422	0	0	0	0	0	0	0
NA19239	r3	C08	reads	2822258	60857	0	1358487	1640115	0	0	0	0	0	0
NA19239	r3	C09	molecules	77226	1741	0	50945	0	0	0	0	0	0	0
NA19239	r3	C09	reads	2722499	62415	0	1157322	1368276	0	0	0	0	0	0
NA19239	r3	C10	molecules	74836	1599	0	57425	0	0	0	0	0	0	0
NA19239	r3	C10	reads	2463762	52004	0	1369325	1307663	0	0	0	0	0	0
NA19239	r3	C11	molecules	88129	1935	0	64757	0	0	0	0	0	0	0
NA19239	r3	C11	reads	2646748	53453	0	1371306	1371660	0	0	0	0	0	0
NA19239	r3	C12	molecules	58586	1268	0	42126	0	0	0	0	0	0	0
NA19239	r3	C12	reads	1777285	38409	0	924748	1187239	0	0	0	0	0	0
NA19239	r3	D01	molecules	58044	1264	0	39629	0	0	0	0	0	0	0
NA19239	r3	D01	reads	1835974	35259	0	898863	1128535	0	0	0	0	0	0
NA19239	r3	D02	molecules	80163	1784	0	55360	0	0	0	0	0	0	0
NA19239	r3	D02	reads	2778078	63183	0	1329216	1240522	0	0	0	0	0	0
NA19239	r3	D03	molecules	74911	1622	0	49570	0	0	0	0	0	0	0
NA19239	r3	D03	reads	3088117	64268	0	1263433	1501839	0	0	0	0	0	0
NA19239	r3	D04	molecules	58180	1237	0	40378	0	0	0	0	0	0	0
NA19239	r3	D04	reads	1948575	35204	0	939147	1174050	0	0	0	0	0	0
NA19239	r3	D05	molecules	62976	1379	0	42764	0	0	0	0	0	0	0
NA19239	r3	D05	reads	2000885	44985	0	871027	1066167	0	0	0	0	0	0
NA19239	r3	D06	molecules	90308	1869	0	59559	0	0	0	0	0	0	0
NA19239	r3	D06	reads	2456824	50062	0	1120396	1072101	0	0	0	0	0	0
NA19239	r3	D07	molecules	57408	1145	0	37675	0	0	0	0	0	0	0
NA19239	r3	D07	reads	1760212	29771	0	803295	998447	0	0	0	0	0	0
NA19239	r3	D08	molecules	69594	1584	0	45923	0	0	0	0	0	0	0
NA19239	r3	D08	reads	2578915	50355	0	1071271	1369311	0	0	0	0	0	0
NA19239	r3	D09	molecules	62623	1327	0	45373	0	0	0	0	0	0	0
NA19239	r3	D09	reads	2295991	39849	0	1213432	1255304	0	0	0	0	0	0
NA19239	r3	D10	molecules	83601	1799	0	60090	0	0	0	0	0	0	0
NA19239	r3	D10	reads	2610613	55244	0	1304129	1258892	0	0	0	0	0	0
NA19239	r3	D11	molecules	109241	2393	0	82037	0	0	0	0	0	0	0
NA19239	r3	D11	reads	2014007	42550	0	1084875	1061559	0	0	0	0	0	0
NA19239	r3	D12	molecules	74456	1590	0	46794	0	0	0	0	0	0	0
NA19239	r3	D12	reads	2634122	53686	0	960261	1389617	0	0	0	0	0	0
NA19239	r3	E01	molecules	28435	588	0	17590	0	0	0	0	0	0	0
NA19239	r3	E01	reads	201426	2261	0	122453	382769	0	0	0	0	0	0
NA19239	r3	E02	molecules	55151	1211	0	37194	0	0	0	0	0	0	0
NA19239	r3	E02	reads	1663744	35349	0	816035	891618	0	0	0	0	0	0
NA19239	r3	E03	molecules	40871	841	0	25579	0	0	0	0	0	0	0
NA19239	r3	E03	reads	435556	3720	0	274017	576711	0	0	0	0	0	0
NA19239	r3	E04	molecules	103400	2195	0	74356	0	0	0	0	0	0	0
NA19239	r3	E04	reads	2223532	44358	0	1175263	1143974	0	0	0	0	0	0
NA19239	r3	E05	molecules	91950	1966	0	57677	0	0	0	0	0	0	0
NA19239	r3	E05	reads	2891483	59423	0	1142273	1279365	0	0	0	0	0	0
NA19239	r3	E06	molecules	88541	1983	0	63594	0	0	0	0	0	0	0
NA19239	r3	E06	reads	3179392	65776	0	1580951	1753925	0	0	0	0	0	0
NA19239	r3	E07	molecules	93810	2070	0	59493	0	0	0	0	0	0	0
NA19239	r3	E07	reads	2508650	56196	0	1129252	1157247	0	0	0	0	0	0
NA19239	r3	E08	molecules	82102	1872	0	53458	0	0	0	0	0	0	0
NA19239	r3	E08	reads	3242943	66023	0	1287174	1617265	0	0	0	0	0	0
NA19239	r3	E09	molecules	65217	1382	0	41733	0	0	0	0	0	0	0
NA19239	r3	E09	reads	2362104	47358	0	925982	1140873	0	0	0	0	0	0
NA19239	r3	E10	molecules	84838	1872	0	53140	0	0	0	0	0	0	0
NA19239	r3	E10	reads	2833971	63219	0	1042828	1213827	0	0	0	0	0	0
NA19239	r3	E11	molecules	89527	1987	0	58232	0	0	0	0	0	0	0
NA19239	r3	E11	reads	2701053	60193	0	1149450	1155550	0	0	0	0	0	0
NA19239	r3	E12	molecules	17948	348	0	12688	0	0	0	0	0	0	0
NA19239	r3	E12	reads	229479	2852	0	133403	396770	0	0	0	0	0	0
NA19239	r3	F01	molecules	92879	1997	0	55406	0	0	0	0	0	0	0
NA19239	r3	F01	reads	2594681	55954	0	1043515	1078376	0	0	0	0	0	0
NA19239	r3	F02	molecules	66848	1441	0	44702	0	0	0	0	0	0	0
NA19239	r3	F02	reads	2239138	44916	0	1010469	1389666	0	0	0	0	0	0
NA19239	r3	F03	molecules	83240	1783	0	57237	0	0	0	0	0	0	0
NA19239	r3	F03	reads	2868045	60296	0	1301355	1406796	0	0	0	0	0	0
NA19239	r3	F04	molecules	75448	1516	0	56297	0	0	0	0	0	0	0
NA19239	r3	F04	reads	2533792	44425	0	1606718	1669657	0	0	0	0	0	0
NA19239	r3	F05	molecules	80540	1772	0	58349	0	0	0	0	0	0	0
NA19239	r3	F05	reads	2682207	59841	0	1358264	1369493	0	0	0	0	0	0
NA19239	r3	F06	molecules	77024	1697	0	50518	0	0	0	0	0	0	0
NA19239	r3	F06	reads	2459043	52542	0	1084943	1401732	0	0	0	0	0	0
NA19239	r3	F07	molecules	90157	2057	0	60304	0	0	0	0	0	0	0
NA19239	r3	F07	reads	2649108	56486	0	1250584	1189446	0	0	0	0	0	0
NA19239	r3	F08	molecules	84475	1802	0	55979	0	0	0	0	0	0	0
NA19239	r3	F08	reads	2810318	54855	0	1247714	1309694	0	0	0	0	0	0
NA19239	r3	F09	molecules	91402	2020	0	56546	0	0	0	0	0	0	0
NA19239	r3	F09	reads	2583559	54371	0	1074614	1116571	0	0	0	0	0	0
NA19239	r3	F10	molecules	74208	1538	0	53482	0	0	0	0	0	0	0
NA19239	r3	F10	reads	2433811	49257	0	1310917	1559787	0	0	0	0	0	0
NA19239	r3	F11	molecules	79783	1707	0	55209	0	0	0	0	0	0	0
NA19239	r3	F11	reads	2924646	59620	0	1335870	1523131	0	0	0	0	0	0
NA19239	r3	F12	molecules	83583	1871	0	56222	0	0	0	0	0	0	0
NA19239	r3	F12	reads	2646156	56909	0	1228070	1275336	0	0	0	0	0	0
NA19239	r3	G01	molecules	37612	738	0	25811	0	0	0	0	0	0	0
NA19239	r3	G01	reads	737443	14278	0	393450	474349	0	0	0	0	0	0
NA19239	r3	G02	molecules	67684	1521	0	41974	0	0	0	0	0	0	0
NA19239	r3	G02	reads	1118196	25524	0	583092	458730	0	0	0	0	0	0
NA19239	r3	G03	molecules	73786	1567	0	51051	0	0	0	0	0	0	0
